"UNISTR_CHR","UNISTR_TXT","HTML_ENTITY","NOTES"
"\D85D\DC46","\D85D\DC46","&#x27446;","CJK UNIFIED IDEOGRAPH-27446"
"\D85D\DC47","\D85D\DC47","&#x27447;","CJK UNIFIED IDEOGRAPH-27447"
"\D85D\DC48","\D85D\DC48","&#x27448;","CJK UNIFIED IDEOGRAPH-27448"
"\D85D\DC49","\D85D\DC49","&#x27449;","CJK UNIFIED IDEOGRAPH-27449"
"\D85D\DC4A","\D85D\DC4A","&#x2744a;","CJK UNIFIED IDEOGRAPH-2744A"
"\D85D\DC4B","\D85D\DC4B","&#x2744b;","CJK UNIFIED IDEOGRAPH-2744B"
"\D85D\DC4C","\D85D\DC4C","&#x2744c;","CJK UNIFIED IDEOGRAPH-2744C"
"\D85D\DC4D","\D85D\DC4D","&#x2744d;","CJK UNIFIED IDEOGRAPH-2744D"
"\D85D\DC4E","\D85D\DC4E","&#x2744e;","CJK UNIFIED IDEOGRAPH-2744E"
"\D85D\DC4F","\D85D\DC4F","&#x2744f;","CJK UNIFIED IDEOGRAPH-2744F"
"\D85D\DC50","\D85D\DC50","&#x27450;","CJK UNIFIED IDEOGRAPH-27450"
"\D85D\DC51","\D85D\DC51","&#x27451;","CJK UNIFIED IDEOGRAPH-27451"
"\D85D\DC52","\D85D\DC52","&#x27452;","CJK UNIFIED IDEOGRAPH-27452"
"\D85D\DC53","\D85D\DC53","&#x27453;","CJK UNIFIED IDEOGRAPH-27453"
"\D85D\DC54","\D85D\DC54","&#x27454;","CJK UNIFIED IDEOGRAPH-27454"
"\D85D\DC55","\D85D\DC55","&#x27455;","CJK UNIFIED IDEOGRAPH-27455"
"\D85D\DC56","\D85D\DC56","&#x27456;","CJK UNIFIED IDEOGRAPH-27456"
"\D85D\DC57","\D85D\DC57","&#x27457;","CJK UNIFIED IDEOGRAPH-27457"
"\D85D\DC58","\D85D\DC58","&#x27458;","CJK UNIFIED IDEOGRAPH-27458"
"\D85D\DC59","\D85D\DC59","&#x27459;","CJK UNIFIED IDEOGRAPH-27459"
"\D85D\DC5A","\D85D\DC5A","&#x2745a;","CJK UNIFIED IDEOGRAPH-2745A"
"\D85D\DC5B","\D85D\DC5B","&#x2745b;","CJK UNIFIED IDEOGRAPH-2745B"
"\D85D\DC5C","\D85D\DC5C","&#x2745c;","CJK UNIFIED IDEOGRAPH-2745C"
"\D85D\DC5D","\D85D\DC5D","&#x2745d;","CJK UNIFIED IDEOGRAPH-2745D"
"\D85D\DC5E","\D85D\DC5E","&#x2745e;","CJK UNIFIED IDEOGRAPH-2745E"
"\D85D\DC5F","\D85D\DC5F","&#x2745f;","CJK UNIFIED IDEOGRAPH-2745F"
"\D85D\DC60","\D85D\DC60","&#x27460;","CJK UNIFIED IDEOGRAPH-27460"
"\D85D\DC61","\D85D\DC61","&#x27461;","CJK UNIFIED IDEOGRAPH-27461"
"\D85D\DC62","\D85D\DC62","&#x27462;","CJK UNIFIED IDEOGRAPH-27462"
"\D85D\DC63","\D85D\DC63","&#x27463;","CJK UNIFIED IDEOGRAPH-27463"
"\D85D\DC64","\D85D\DC64","&#x27464;","CJK UNIFIED IDEOGRAPH-27464"
"\D85D\DC65","\D85D\DC65","&#x27465;","CJK UNIFIED IDEOGRAPH-27465"
"\D85D\DC66","\D85D\DC66","&#x27466;","CJK UNIFIED IDEOGRAPH-27466"
"\D85D\DC67","\D85D\DC67","&#x27467;","CJK UNIFIED IDEOGRAPH-27467"
"\D85D\DC68","\D85D\DC68","&#x27468;","CJK UNIFIED IDEOGRAPH-27468"
"\D85D\DC69","\D85D\DC69","&#x27469;","CJK UNIFIED IDEOGRAPH-27469"
"\D85D\DC6A","\D85D\DC6A","&#x2746a;","CJK UNIFIED IDEOGRAPH-2746A"
"\D85D\DC6B","\D85D\DC6B","&#x2746b;","CJK UNIFIED IDEOGRAPH-2746B"
"\D85D\DC6C","\D85D\DC6C","&#x2746c;","CJK UNIFIED IDEOGRAPH-2746C"
"\D85D\DC6D","\D85D\DC6D","&#x2746d;","CJK UNIFIED IDEOGRAPH-2746D"
"\D85D\DC6E","\D85D\DC6E","&#x2746e;","CJK UNIFIED IDEOGRAPH-2746E"
"\D85D\DC6F","\D85D\DC6F","&#x2746f;","CJK UNIFIED IDEOGRAPH-2746F"
"\D85D\DC70","\D85D\DC70","&#x27470;","CJK UNIFIED IDEOGRAPH-27470"
"\D85D\DC71","\D85D\DC71","&#x27471;","CJK UNIFIED IDEOGRAPH-27471"
"\D85D\DC72","\D85D\DC72","&#x27472;","CJK UNIFIED IDEOGRAPH-27472"
"\D85D\DC73","\D85D\DC73","&#x27473;","CJK UNIFIED IDEOGRAPH-27473"
"\D85D\DC74","\D85D\DC74","&#x27474;","CJK UNIFIED IDEOGRAPH-27474"
"\D85D\DC75","\D85D\DC75","&#x27475;","CJK UNIFIED IDEOGRAPH-27475"
"\D85D\DC76","\D85D\DC76","&#x27476;","CJK UNIFIED IDEOGRAPH-27476"
"\D85D\DC77","\D85D\DC77","&#x27477;","CJK UNIFIED IDEOGRAPH-27477"
"\D85D\DC78","\D85D\DC78","&#x27478;","CJK UNIFIED IDEOGRAPH-27478"
"\D85D\DC79","\D85D\DC79","&#x27479;","CJK UNIFIED IDEOGRAPH-27479"
"\D85D\DC7A","\D85D\DC7A","&#x2747a;","CJK UNIFIED IDEOGRAPH-2747A"
"\D85D\DC7B","\D85D\DC7B","&#x2747b;","CJK UNIFIED IDEOGRAPH-2747B"
"\D85D\DC7C","\D85D\DC7C","&#x2747c;","CJK UNIFIED IDEOGRAPH-2747C"
"\D85D\DC7D","\D85D\DC7D","&#x2747d;","CJK UNIFIED IDEOGRAPH-2747D"
"\D85D\DC7E","\D85D\DC7E","&#x2747e;","CJK UNIFIED IDEOGRAPH-2747E"
"\D85D\DC7F","\D85D\DC7F","&#x2747f;","CJK UNIFIED IDEOGRAPH-2747F"
"\D85D\DC80","\D85D\DC80","&#x27480;","CJK UNIFIED IDEOGRAPH-27480"
"\D85D\DC81","\D85D\DC81","&#x27481;","CJK UNIFIED IDEOGRAPH-27481"
"\D85D\DC82","\D85D\DC82","&#x27482;","CJK UNIFIED IDEOGRAPH-27482"
"\D85D\DC83","\D85D\DC83","&#x27483;","CJK UNIFIED IDEOGRAPH-27483"
"\D85D\DC84","\D85D\DC84","&#x27484;","CJK UNIFIED IDEOGRAPH-27484"
"\D85D\DC85","\D85D\DC85","&#x27485;","CJK UNIFIED IDEOGRAPH-27485"
"\D85D\DC86","\D85D\DC86","&#x27486;","CJK UNIFIED IDEOGRAPH-27486"
"\D85D\DC87","\D85D\DC87","&#x27487;","CJK UNIFIED IDEOGRAPH-27487"
"\D85D\DC88","\D85D\DC88","&#x27488;","CJK UNIFIED IDEOGRAPH-27488"
"\D85D\DC89","\D85D\DC89","&#x27489;","CJK UNIFIED IDEOGRAPH-27489"
"\D85D\DC8A","\D85D\DC8A","&#x2748a;","CJK UNIFIED IDEOGRAPH-2748A"
"\D85D\DC8B","\D85D\DC8B","&#x2748b;","CJK UNIFIED IDEOGRAPH-2748B"
"\D85D\DC8C","\D85D\DC8C","&#x2748c;","CJK UNIFIED IDEOGRAPH-2748C"
"\D85D\DC8D","\D85D\DC8D","&#x2748d;","CJK UNIFIED IDEOGRAPH-2748D"
"\D85D\DC8E","\D85D\DC8E","&#x2748e;","CJK UNIFIED IDEOGRAPH-2748E"
"\D85D\DC8F","\D85D\DC8F","&#x2748f;","CJK UNIFIED IDEOGRAPH-2748F"
"\D85D\DC90","\D85D\DC90","&#x27490;","CJK UNIFIED IDEOGRAPH-27490"
"\D85D\DC91","\D85D\DC91","&#x27491;","CJK UNIFIED IDEOGRAPH-27491"
"\D85D\DC92","\D85D\DC92","&#x27492;","CJK UNIFIED IDEOGRAPH-27492"
"\D85D\DC93","\D85D\DC93","&#x27493;","CJK UNIFIED IDEOGRAPH-27493"
"\D85D\DC94","\D85D\DC94","&#x27494;","CJK UNIFIED IDEOGRAPH-27494"
"\D85D\DC95","\D85D\DC95","&#x27495;","CJK UNIFIED IDEOGRAPH-27495"
"\D85D\DC96","\D85D\DC96","&#x27496;","CJK UNIFIED IDEOGRAPH-27496"
"\D85D\DC97","\D85D\DC97","&#x27497;","CJK UNIFIED IDEOGRAPH-27497"
"\D85D\DC98","\D85D\DC98","&#x27498;","CJK UNIFIED IDEOGRAPH-27498"
"\D85D\DC99","\D85D\DC99","&#x27499;","CJK UNIFIED IDEOGRAPH-27499"
"\D85D\DC9A","\D85D\DC9A","&#x2749a;","CJK UNIFIED IDEOGRAPH-2749A"
"\D85D\DC9B","\D85D\DC9B","&#x2749b;","CJK UNIFIED IDEOGRAPH-2749B"
"\D85D\DC9C","\D85D\DC9C","&#x2749c;","CJK UNIFIED IDEOGRAPH-2749C"
"\D85D\DC9D","\D85D\DC9D","&#x2749d;","CJK UNIFIED IDEOGRAPH-2749D"
"\D85D\DC9E","\D85D\DC9E","&#x2749e;","CJK UNIFIED IDEOGRAPH-2749E"
"\D85D\DC9F","\D85D\DC9F","&#x2749f;","CJK UNIFIED IDEOGRAPH-2749F"
"\D85D\DCA0","\D85D\DCA0","&#x274a0;","CJK UNIFIED IDEOGRAPH-274A0"
"\D85D\DCA1","\D85D\DCA1","&#x274a1;","CJK UNIFIED IDEOGRAPH-274A1"
"\D85D\DCA2","\D85D\DCA2","&#x274a2;","CJK UNIFIED IDEOGRAPH-274A2"
"\D85D\DCA3","\D85D\DCA3","&#x274a3;","CJK UNIFIED IDEOGRAPH-274A3"
"\D85D\DCA4","\D85D\DCA4","&#x274a4;","CJK UNIFIED IDEOGRAPH-274A4"
"\D85D\DCA5","\D85D\DCA5","&#x274a5;","CJK UNIFIED IDEOGRAPH-274A5"
"\D85D\DCA6","\D85D\DCA6","&#x274a6;","CJK UNIFIED IDEOGRAPH-274A6"
"\D85D\DCA7","\D85D\DCA7","&#x274a7;","CJK UNIFIED IDEOGRAPH-274A7"
"\D85D\DCA8","\D85D\DCA8","&#x274a8;","CJK UNIFIED IDEOGRAPH-274A8"
"\D85D\DCA9","\D85D\DCA9","&#x274a9;","CJK UNIFIED IDEOGRAPH-274A9"
"\D85D\DCAA","\D85D\DCAA","&#x274aa;","CJK UNIFIED IDEOGRAPH-274AA"
"\D85D\DCAB","\D85D\DCAB","&#x274ab;","CJK UNIFIED IDEOGRAPH-274AB"
"\D85D\DCAC","\D85D\DCAC","&#x274ac;","CJK UNIFIED IDEOGRAPH-274AC"
"\D85D\DCAD","\D85D\DCAD","&#x274ad;","CJK UNIFIED IDEOGRAPH-274AD"
"\D85D\DCAE","\D85D\DCAE","&#x274ae;","CJK UNIFIED IDEOGRAPH-274AE"
"\D85D\DCAF","\D85D\DCAF","&#x274af;","CJK UNIFIED IDEOGRAPH-274AF"
"\D85D\DCB0","\D85D\DCB0","&#x274b0;","CJK UNIFIED IDEOGRAPH-274B0"
"\D85D\DCB1","\D85D\DCB1","&#x274b1;","CJK UNIFIED IDEOGRAPH-274B1"
"\D85D\DCB2","\D85D\DCB2","&#x274b2;","CJK UNIFIED IDEOGRAPH-274B2"
"\D85D\DCB3","\D85D\DCB3","&#x274b3;","CJK UNIFIED IDEOGRAPH-274B3"
"\D85D\DCB4","\D85D\DCB4","&#x274b4;","CJK UNIFIED IDEOGRAPH-274B4"
"\D85D\DCB5","\D85D\DCB5","&#x274b5;","CJK UNIFIED IDEOGRAPH-274B5"
"\D85D\DCB6","\D85D\DCB6","&#x274b6;","CJK UNIFIED IDEOGRAPH-274B6"
"\D85D\DCB7","\D85D\DCB7","&#x274b7;","CJK UNIFIED IDEOGRAPH-274B7"
"\D85D\DCB8","\D85D\DCB8","&#x274b8;","CJK UNIFIED IDEOGRAPH-274B8"
"\D85D\DCB9","\D85D\DCB9","&#x274b9;","CJK UNIFIED IDEOGRAPH-274B9"
"\D85D\DCBA","\D85D\DCBA","&#x274ba;","CJK UNIFIED IDEOGRAPH-274BA"
"\D85D\DCBB","\D85D\DCBB","&#x274bb;","CJK UNIFIED IDEOGRAPH-274BB"
"\D85D\DCBC","\D85D\DCBC","&#x274bc;","CJK UNIFIED IDEOGRAPH-274BC"
"\D85D\DCBD","\D85D\DCBD","&#x274bd;","CJK UNIFIED IDEOGRAPH-274BD"
"\D85D\DCBE","\D85D\DCBE","&#x274be;","CJK UNIFIED IDEOGRAPH-274BE"
"\D85D\DCBF","\D85D\DCBF","&#x274bf;","CJK UNIFIED IDEOGRAPH-274BF"
"\D85D\DCC0","\D85D\DCC0","&#x274c0;","CJK UNIFIED IDEOGRAPH-274C0"
"\D85D\DCC1","\D85D\DCC1","&#x274c1;","CJK UNIFIED IDEOGRAPH-274C1"
"\D85D\DCC2","\D85D\DCC2","&#x274c2;","CJK UNIFIED IDEOGRAPH-274C2"
"\D85D\DCC3","\D85D\DCC3","&#x274c3;","CJK UNIFIED IDEOGRAPH-274C3"
"\D85D\DCC4","\D85D\DCC4","&#x274c4;","CJK UNIFIED IDEOGRAPH-274C4"
"\D85D\DCC5","\D85D\DCC5","&#x274c5;","CJK UNIFIED IDEOGRAPH-274C5"
"\D85D\DCC6","\D85D\DCC6","&#x274c6;","CJK UNIFIED IDEOGRAPH-274C6"
"\D85D\DCC7","\D85D\DCC7","&#x274c7;","CJK UNIFIED IDEOGRAPH-274C7"
"\D85D\DCC8","\D85D\DCC8","&#x274c8;","CJK UNIFIED IDEOGRAPH-274C8"
"\D85D\DCC9","\D85D\DCC9","&#x274c9;","CJK UNIFIED IDEOGRAPH-274C9"
"\D85D\DCCA","\D85D\DCCA","&#x274ca;","CJK UNIFIED IDEOGRAPH-274CA"
"\D85D\DCCB","\D85D\DCCB","&#x274cb;","CJK UNIFIED IDEOGRAPH-274CB"
"\D85D\DCCC","\D85D\DCCC","&#x274cc;","CJK UNIFIED IDEOGRAPH-274CC"
"\D85D\DCCD","\D85D\DCCD","&#x274cd;","CJK UNIFIED IDEOGRAPH-274CD"
"\D85D\DCCE","\D85D\DCCE","&#x274ce;","CJK UNIFIED IDEOGRAPH-274CE"
"\D85D\DCCF","\D85D\DCCF","&#x274cf;","CJK UNIFIED IDEOGRAPH-274CF"
"\D85D\DCD0","\D85D\DCD0","&#x274d0;","CJK UNIFIED IDEOGRAPH-274D0"
"\D85D\DCD1","\D85D\DCD1","&#x274d1;","CJK UNIFIED IDEOGRAPH-274D1"
"\D85D\DCD2","\D85D\DCD2","&#x274d2;","CJK UNIFIED IDEOGRAPH-274D2"
"\D85D\DCD3","\D85D\DCD3","&#x274d3;","CJK UNIFIED IDEOGRAPH-274D3"
"\D85D\DCD4","\D85D\DCD4","&#x274d4;","CJK UNIFIED IDEOGRAPH-274D4"
"\D85D\DCD5","\D85D\DCD5","&#x274d5;","CJK UNIFIED IDEOGRAPH-274D5"
"\D85D\DCD6","\D85D\DCD6","&#x274d6;","CJK UNIFIED IDEOGRAPH-274D6"
"\D85D\DCD7","\D85D\DCD7","&#x274d7;","CJK UNIFIED IDEOGRAPH-274D7"
"\D85D\DCD8","\D85D\DCD8","&#x274d8;","CJK UNIFIED IDEOGRAPH-274D8"
"\D85D\DCD9","\D85D\DCD9","&#x274d9;","CJK UNIFIED IDEOGRAPH-274D9"
"\D85D\DCDA","\D85D\DCDA","&#x274da;","CJK UNIFIED IDEOGRAPH-274DA"
"\D85D\DCDB","\D85D\DCDB","&#x274db;","CJK UNIFIED IDEOGRAPH-274DB"
"\D85D\DCDC","\D85D\DCDC","&#x274dc;","CJK UNIFIED IDEOGRAPH-274DC"
"\D85D\DCDD","\D85D\DCDD","&#x274dd;","CJK UNIFIED IDEOGRAPH-274DD"
"\D85D\DCDE","\D85D\DCDE","&#x274de;","CJK UNIFIED IDEOGRAPH-274DE"
"\D85D\DCDF","\D85D\DCDF","&#x274df;","CJK UNIFIED IDEOGRAPH-274DF"
"\D85D\DCE0","\D85D\DCE0","&#x274e0;","CJK UNIFIED IDEOGRAPH-274E0"
"\D85D\DCE1","\D85D\DCE1","&#x274e1;","CJK UNIFIED IDEOGRAPH-274E1"
"\D85D\DCE2","\D85D\DCE2","&#x274e2;","CJK UNIFIED IDEOGRAPH-274E2"
"\D85D\DCE3","\D85D\DCE3","&#x274e3;","CJK UNIFIED IDEOGRAPH-274E3"
"\D85D\DCE4","\D85D\DCE4","&#x274e4;","CJK UNIFIED IDEOGRAPH-274E4"
"\D85D\DCE5","\D85D\DCE5","&#x274e5;","CJK UNIFIED IDEOGRAPH-274E5"
"\D85D\DCE6","\D85D\DCE6","&#x274e6;","CJK UNIFIED IDEOGRAPH-274E6"
"\D85D\DCE7","\D85D\DCE7","&#x274e7;","CJK UNIFIED IDEOGRAPH-274E7"
"\D85D\DCE8","\D85D\DCE8","&#x274e8;","CJK UNIFIED IDEOGRAPH-274E8"
"\D85D\DCE9","\D85D\DCE9","&#x274e9;","CJK UNIFIED IDEOGRAPH-274E9"
"\D85D\DCEA","\D85D\DCEA","&#x274ea;","CJK UNIFIED IDEOGRAPH-274EA"
"\D85D\DCEB","\D85D\DCEB","&#x274eb;","CJK UNIFIED IDEOGRAPH-274EB"
"\D85D\DCEC","\D85D\DCEC","&#x274ec;","CJK UNIFIED IDEOGRAPH-274EC"
"\D85D\DCED","\D85D\DCED","&#x274ed;","CJK UNIFIED IDEOGRAPH-274ED"
"\D85D\DCEE","\D85D\DCEE","&#x274ee;","CJK UNIFIED IDEOGRAPH-274EE"
"\D85D\DCEF","\D85D\DCEF","&#x274ef;","CJK UNIFIED IDEOGRAPH-274EF"
"\D85D\DCF0","\D85D\DCF0","&#x274f0;","CJK UNIFIED IDEOGRAPH-274F0"
"\D85D\DCF1","\D85D\DCF1","&#x274f1;","CJK UNIFIED IDEOGRAPH-274F1"
"\D85D\DCF2","\D85D\DCF2","&#x274f2;","CJK UNIFIED IDEOGRAPH-274F2"
"\D85D\DCF3","\D85D\DCF3","&#x274f3;","CJK UNIFIED IDEOGRAPH-274F3"
"\D85D\DCF4","\D85D\DCF4","&#x274f4;","CJK UNIFIED IDEOGRAPH-274F4"
"\D85D\DCF5","\D85D\DCF5","&#x274f5;","CJK UNIFIED IDEOGRAPH-274F5"
"\D85D\DCF6","\D85D\DCF6","&#x274f6;","CJK UNIFIED IDEOGRAPH-274F6"
"\D85D\DCF7","\D85D\DCF7","&#x274f7;","CJK UNIFIED IDEOGRAPH-274F7"
"\D85D\DCF8","\D85D\DCF8","&#x274f8;","CJK UNIFIED IDEOGRAPH-274F8"
"\D85D\DCF9","\D85D\DCF9","&#x274f9;","CJK UNIFIED IDEOGRAPH-274F9"
"\D85D\DCFA","\D85D\DCFA","&#x274fa;","CJK UNIFIED IDEOGRAPH-274FA"
"\D85D\DCFB","\D85D\DCFB","&#x274fb;","CJK UNIFIED IDEOGRAPH-274FB"
"\D85D\DCFC","\D85D\DCFC","&#x274fc;","CJK UNIFIED IDEOGRAPH-274FC"
"\D85D\DCFD","\D85D\DCFD","&#x274fd;","CJK UNIFIED IDEOGRAPH-274FD"
"\D85D\DCFE","\D85D\DCFE","&#x274fe;","CJK UNIFIED IDEOGRAPH-274FE"
"\D85D\DCFF","\D85D\DCFF","&#x274ff;","CJK UNIFIED IDEOGRAPH-274FF"
"\D85D\DD00","\D85D\DD00","&#x27500;","CJK UNIFIED IDEOGRAPH-27500"
"\D85D\DD01","\D85D\DD01","&#x27501;","CJK UNIFIED IDEOGRAPH-27501"
"\D85D\DD02","\D85D\DD02","&#x27502;","CJK UNIFIED IDEOGRAPH-27502"
"\D85D\DD03","\D85D\DD03","&#x27503;","CJK UNIFIED IDEOGRAPH-27503"
"\D85D\DD04","\D85D\DD04","&#x27504;","CJK UNIFIED IDEOGRAPH-27504"
"\D85D\DD05","\D85D\DD05","&#x27505;","CJK UNIFIED IDEOGRAPH-27505"
"\D85D\DD06","\D85D\DD06","&#x27506;","CJK UNIFIED IDEOGRAPH-27506"
"\D85D\DD07","\D85D\DD07","&#x27507;","CJK UNIFIED IDEOGRAPH-27507"
"\D85D\DD08","\D85D\DD08","&#x27508;","CJK UNIFIED IDEOGRAPH-27508"
"\D85D\DD09","\D85D\DD09","&#x27509;","CJK UNIFIED IDEOGRAPH-27509"
"\D85D\DD0A","\D85D\DD0A","&#x2750a;","CJK UNIFIED IDEOGRAPH-2750A"
"\D85D\DD0B","\D85D\DD0B","&#x2750b;","CJK UNIFIED IDEOGRAPH-2750B"
"\D85D\DD0C","\D85D\DD0C","&#x2750c;","CJK UNIFIED IDEOGRAPH-2750C"
"\D85D\DD0D","\D85D\DD0D","&#x2750d;","CJK UNIFIED IDEOGRAPH-2750D"
"\D85D\DD0E","\D85D\DD0E","&#x2750e;","CJK UNIFIED IDEOGRAPH-2750E"
"\D85D\DD0F","\D85D\DD0F","&#x2750f;","CJK UNIFIED IDEOGRAPH-2750F"
"\D85D\DD10","\D85D\DD10","&#x27510;","CJK UNIFIED IDEOGRAPH-27510"
"\D85D\DD11","\D85D\DD11","&#x27511;","CJK UNIFIED IDEOGRAPH-27511"
"\D85D\DD12","\D85D\DD12","&#x27512;","CJK UNIFIED IDEOGRAPH-27512"
"\D85D\DD13","\D85D\DD13","&#x27513;","CJK UNIFIED IDEOGRAPH-27513"
"\D85D\DD14","\D85D\DD14","&#x27514;","CJK UNIFIED IDEOGRAPH-27514"
"\D85D\DD15","\D85D\DD15","&#x27515;","CJK UNIFIED IDEOGRAPH-27515"
"\D85D\DD16","\D85D\DD16","&#x27516;","CJK UNIFIED IDEOGRAPH-27516"
"\D85D\DD17","\D85D\DD17","&#x27517;","CJK UNIFIED IDEOGRAPH-27517"
"\D85D\DD18","\D85D\DD18","&#x27518;","CJK UNIFIED IDEOGRAPH-27518"
"\D85D\DD19","\D85D\DD19","&#x27519;","CJK UNIFIED IDEOGRAPH-27519"
"\D85D\DD1A","\D85D\DD1A","&#x2751a;","CJK UNIFIED IDEOGRAPH-2751A"
"\D85D\DD1B","\D85D\DD1B","&#x2751b;","CJK UNIFIED IDEOGRAPH-2751B"
"\D85D\DD1C","\D85D\DD1C","&#x2751c;","CJK UNIFIED IDEOGRAPH-2751C"
"\D85D\DD1D","\D85D\DD1D","&#x2751d;","CJK UNIFIED IDEOGRAPH-2751D"
"\D85D\DD1E","\D85D\DD1E","&#x2751e;","CJK UNIFIED IDEOGRAPH-2751E"
"\D85D\DD1F","\D85D\DD1F","&#x2751f;","CJK UNIFIED IDEOGRAPH-2751F"
"\D85D\DD20","\D85D\DD20","&#x27520;","CJK UNIFIED IDEOGRAPH-27520"
"\D85D\DD21","\D85D\DD21","&#x27521;","CJK UNIFIED IDEOGRAPH-27521"
"\D85D\DD22","\D85D\DD22","&#x27522;","CJK UNIFIED IDEOGRAPH-27522"
"\D85D\DD23","\D85D\DD23","&#x27523;","CJK UNIFIED IDEOGRAPH-27523"
"\D85D\DD24","\D85D\DD24","&#x27524;","CJK UNIFIED IDEOGRAPH-27524"
"\D85D\DD25","\D85D\DD25","&#x27525;","CJK UNIFIED IDEOGRAPH-27525"
"\D85D\DD26","\D85D\DD26","&#x27526;","CJK UNIFIED IDEOGRAPH-27526"
"\D85D\DD27","\D85D\DD27","&#x27527;","CJK UNIFIED IDEOGRAPH-27527"
"\D85D\DD28","\D85D\DD28","&#x27528;","CJK UNIFIED IDEOGRAPH-27528"
"\D85D\DD29","\D85D\DD29","&#x27529;","CJK UNIFIED IDEOGRAPH-27529"
"\D85D\DD2A","\D85D\DD2A","&#x2752a;","CJK UNIFIED IDEOGRAPH-2752A"
"\D85D\DD2B","\D85D\DD2B","&#x2752b;","CJK UNIFIED IDEOGRAPH-2752B"
"\D85D\DD2C","\D85D\DD2C","&#x2752c;","CJK UNIFIED IDEOGRAPH-2752C"
"\D85D\DD2D","\D85D\DD2D","&#x2752d;","CJK UNIFIED IDEOGRAPH-2752D"
"\D85D\DD2E","\D85D\DD2E","&#x2752e;","CJK UNIFIED IDEOGRAPH-2752E"
"\D85D\DD2F","\D85D\DD2F","&#x2752f;","CJK UNIFIED IDEOGRAPH-2752F"
"\D85D\DD30","\D85D\DD30","&#x27530;","CJK UNIFIED IDEOGRAPH-27530"
"\D85D\DD31","\D85D\DD31","&#x27531;","CJK UNIFIED IDEOGRAPH-27531"
"\D85D\DD32","\D85D\DD32","&#x27532;","CJK UNIFIED IDEOGRAPH-27532"
"\D85D\DD33","\D85D\DD33","&#x27533;","CJK UNIFIED IDEOGRAPH-27533"
"\D85D\DD34","\D85D\DD34","&#x27534;","CJK UNIFIED IDEOGRAPH-27534"
"\D85D\DD35","\D85D\DD35","&#x27535;","CJK UNIFIED IDEOGRAPH-27535"
"\D85D\DD36","\D85D\DD36","&#x27536;","CJK UNIFIED IDEOGRAPH-27536"
"\D85D\DD37","\D85D\DD37","&#x27537;","CJK UNIFIED IDEOGRAPH-27537"
"\D85D\DD38","\D85D\DD38","&#x27538;","CJK UNIFIED IDEOGRAPH-27538"
"\D85D\DD39","\D85D\DD39","&#x27539;","CJK UNIFIED IDEOGRAPH-27539"
"\D85D\DD3A","\D85D\DD3A","&#x2753a;","CJK UNIFIED IDEOGRAPH-2753A"
"\D85D\DD3B","\D85D\DD3B","&#x2753b;","CJK UNIFIED IDEOGRAPH-2753B"
"\D85D\DD3C","\D85D\DD3C","&#x2753c;","CJK UNIFIED IDEOGRAPH-2753C"
"\D85D\DD3D","\D85D\DD3D","&#x2753d;","CJK UNIFIED IDEOGRAPH-2753D"
"\D85D\DD3E","\D85D\DD3E","&#x2753e;","CJK UNIFIED IDEOGRAPH-2753E"
"\D85D\DD3F","\D85D\DD3F","&#x2753f;","CJK UNIFIED IDEOGRAPH-2753F"
"\D85D\DD40","\D85D\DD40","&#x27540;","CJK UNIFIED IDEOGRAPH-27540"
"\D85D\DD41","\D85D\DD41","&#x27541;","CJK UNIFIED IDEOGRAPH-27541"
"\D85D\DD42","\D85D\DD42","&#x27542;","CJK UNIFIED IDEOGRAPH-27542"
"\D85D\DD43","\D85D\DD43","&#x27543;","CJK UNIFIED IDEOGRAPH-27543"
"\D85D\DD44","\D85D\DD44","&#x27544;","CJK UNIFIED IDEOGRAPH-27544"
"\D85D\DD45","\D85D\DD45","&#x27545;","CJK UNIFIED IDEOGRAPH-27545"
"\D85D\DD46","\D85D\DD46","&#x27546;","CJK UNIFIED IDEOGRAPH-27546"
"\D85D\DD47","\D85D\DD47","&#x27547;","CJK UNIFIED IDEOGRAPH-27547"
"\D85D\DD48","\D85D\DD48","&#x27548;","CJK UNIFIED IDEOGRAPH-27548"
"\D85D\DD49","\D85D\DD49","&#x27549;","CJK UNIFIED IDEOGRAPH-27549"
"\D85D\DD4A","\D85D\DD4A","&#x2754a;","CJK UNIFIED IDEOGRAPH-2754A"
"\D85D\DD4B","\D85D\DD4B","&#x2754b;","CJK UNIFIED IDEOGRAPH-2754B"
"\D85D\DD4C","\D85D\DD4C","&#x2754c;","CJK UNIFIED IDEOGRAPH-2754C"
"\D85D\DD4D","\D85D\DD4D","&#x2754d;","CJK UNIFIED IDEOGRAPH-2754D"
"\D85D\DD4E","\D85D\DD4E","&#x2754e;","CJK UNIFIED IDEOGRAPH-2754E"
"\D85D\DD4F","\D85D\DD4F","&#x2754f;","CJK UNIFIED IDEOGRAPH-2754F"
"\D85D\DD50","\D85D\DD50","&#x27550;","CJK UNIFIED IDEOGRAPH-27550"
"\D85D\DD51","\D85D\DD51","&#x27551;","CJK UNIFIED IDEOGRAPH-27551"
"\D85D\DD52","\D85D\DD52","&#x27552;","CJK UNIFIED IDEOGRAPH-27552"
"\D85D\DD53","\D85D\DD53","&#x27553;","CJK UNIFIED IDEOGRAPH-27553"
"\D85D\DD54","\D85D\DD54","&#x27554;","CJK UNIFIED IDEOGRAPH-27554"
